ym,region,country,visitors,visitors_yoy,visitors_vs_2019,prefecture,region_block,foreign_guest_nights,guest_nights_yoy,guest_nights_vs_2019,updated_at
2020-03,欧州,スペイン,1765,-0.8020412741139524,-0.8020412741139524,,,,,,2026-06-09 00:08:19
2020-04,欧州,スペイン,4,-0.9997113580603262,-0.9997113580603262,,,,,,2026-06-09 00:08:19
2020-05,欧州,スペイン,2,-0.999799418313108,-0.999799418313108,,,,,,2026-06-09 00:08:19
2020-06,欧州,スペイン,10,-0.9989756197500512,-0.9989756197500512,,,,,,2026-06-09 00:08:19
2020-07,欧州,スペイン,28,-0.9982245894363071,-0.9982245894363071,,,,,,2026-06-09 00:08:19
2020-08,欧州,スペイン,46,-0.9977010345344595,-0.9977010345344595,,,,,,2026-06-09 00:08:19
2020-09,欧州,スペイン,65,-0.9943340306834031,-0.9943340306834031,,,,,,2026-06-09 00:08:19
2020-10,欧州,スペイン,100,-0.9927214498871825,-0.9927214498871825,,,,,,2026-06-09 00:08:19
2020-11,欧州,スペイン,101,-0.9904129093497864,-0.9904129093497864,,,,,,2026-06-09 00:08:19
2020-12,欧州,スペイン,134,-0.981631254283756,-0.981631254283756,,,,,,2026-06-09 00:08:19
2020-01,欧州,スウェーデン,3499,-0.0028498147620404923,-0.0028498147620404923,,,,,,2026-06-09 00:08:19
2020-02,欧州,スウェーデン,2880,-0.10780669144981414,-0.10780669144981414,,,,,,2026-06-09 00:08:19
2020-03,欧州,スウェーデン,973,-0.8218275041201245,-0.8218275041201245,,,,,,2026-06-09 00:08:19
2020-04,欧州,スウェーデン,0,-1.0,-1.0,,,,,,2026-06-09 00:08:19
2020-05,欧州,スウェーデン,0,-1.0,-1.0,,,,,,2026-06-09 00:08:19
2020-06,欧州,スウェーデン,4,-0.9992482616049615,-0.9992482616049615,,,,,,2026-06-09 00:08:19
2020-07,欧州,スウェーデン,9,-0.9979376718606783,-0.9979376718606783,,,,,,2026-06-09 00:08:19
2020-08,欧州,スウェーデン,44,-0.9835144248782316,-0.9835144248782316,,,,,,2026-06-09 00:08:19
2020-09,欧州,スウェーデン,25,-0.9931768558951966,-0.9931768558951966,,,,,,2026-06-09 00:08:19
2020-10,欧州,スウェーデン,53,-0.9910306312404806,-0.9910306312404806,,,,,,2026-06-09 00:08:19
2020-11,欧州,スウェーデン,59,-0.9878174685112534,-0.9878174685112534,,,,,,2026-06-09 00:08:19
2020-12,欧州,スウェーデン,76,-0.9809762202753441,-0.9809762202753441,,,,,,2026-06-09 00:08:19
2020-01,欧州,オランダ,3510,0.05691056910569103,0.05691056910569103,,,,,,2026-06-09 00:08:19
2020-02,欧州,オランダ,3206,-0.22541676733510507,-0.22541676733510507,,,,,,2026-06-09 00:08:19
2020-03,欧州,オランダ,1462,-0.7932399943430914,-0.7932399943430914,,,,,,2026-06-09 00:08:19
2020-04,欧州,オランダ,2,-0.9997889404812157,-0.9997889404812157,,,,,,2026-06-09 00:08:19
2020-05,欧州,オランダ,1,-0.9998667022127433,-0.9998667022127433,,,,,,2026-06-09 00:08:19
2020-06,欧州,オランダ,6,-0.9987829614604462,-0.9987829614604462,,,,,,2026-06-09 00:08:19
2020-07,欧州,オランダ,18,-0.9982789941677025,-0.9982789941677025,,,,,,2026-06-09 00:08:19
2020-08,欧州,オランダ,29,-0.9952137316388843,-0.9952137316388843,,,,,,2026-06-09 00:08:19
2020-09,欧州,オランダ,35,-0.9948994462255902,-0.9948994462255902,,,,,,2026-06-09 00:08:19
2020-10,欧州,オランダ,66,-0.9927575990343466,-0.9927575990343466,,,,,,2026-06-09 00:08:19
2020-11,欧州,オランダ,73,-0.9879934210526315,-0.9879934210526315,,,,,,2026-06-09 00:08:19
2020-12,欧州,オランダ,73,-0.9836579359749272,-0.9836579359749272,,,,,,2026-06-09 00:08:19
2020-01,欧州,スイス,2489,0.03751563151313042,0.03751563151313042,,,,,,2026-06-09 00:08:19
2020-02,欧州,スイス,2322,-0.09579439252336452,-0.09579439252336452,,,,,,2026-06-09 00:08:19
2020-03,欧州,スイス,992,-0.8041847611527833,-0.8041847611527833,,,,,,2026-06-09 00:08:19
2020-04,欧州,スイス,5,-0.9993736690467243,-0.9993736690467243,,,,,,2026-06-09 00:08:19
2020-05,欧州,スイス,1,-0.9997829861111112,-0.9997829861111112,,,,,,2026-06-09 00:08:19
2020-06,欧州,スイス,4,-0.9987281399046105,-0.9987281399046105,,,,,,2026-06-09 00:08:19
2020-07,欧州,スイス,10,-0.9984589304977655,-0.9984589304977655,,,,,,2026-06-09 00:08:19
2020-08,欧州,スイス,22,-0.9937659393595919,-0.9937659393595919,,,,,,2026-06-09 00:08:19
2020-09,欧州,スイス,15,-0.9968606111343659,-0.9968606111343659,,,,,,2026-06-09 00:08:19
2020-10,欧州,スイス,65,-0.9900214921707092,-0.9900214921707092,,,,,,2026-06-09 00:08:19
2020-11,欧州,スイス,44,-0.9882854100106496,-0.9882854100106496,,,,,,2026-06-09 00:08:19
2020-12,欧州,スイス,67,-0.9781972014318255,-0.9781972014318255,,,,,,2026-06-09 00:08:19
2020-01,欧州,ベルギー,1601,0.018447837150127322,0.018447837150127322,,,,,,2026-06-09 00:08:19
2020-02,欧州,ベルギー,1603,-0.13304488912925905,-0.13304488912925905,,,,,,2026-06-09 00:08:19
2020-03,欧州,ベルギー,688,-0.8060332675500423,-0.8060332675500423,,,,,,2026-06-09 00:08:19
2020-04,欧州,ベルギー,1,-0.999809813617345,-0.999809813617345,,,,,,2026-06-09 00:08:19
2020-05,欧州,ベルギー,0,-1.0,-1.0,,,,,,2026-06-09 00:08:19
2020-06,欧州,ベルギー,5,-0.9980415197806503,-0.9980415197806503,,,,,,2026-06-09 00:08:19
2020-07,欧州,ベルギー,4,-0.9992257065427798,-0.9992257065427798,,,,,,2026-06-09 00:08:19
2020-08,欧州,ベルギー,38,-0.9866666666666667,-0.9866666666666667,,,,,,2026-06-09 00:08:19
2020-09,欧州,ベルギー,9,-0.9974197247706422,-0.9974197247706422,,,,,,2026-06-09 00:08:19
2020-10,欧州,ベルギー,41,-0.9907323688969258,-0.9907323688969258,,,,,,2026-06-09 00:08:19
2020-11,欧州,ベルギー,38,-0.9878903760356915,-0.9878903760356915,,,,,,2026-06-09 00:08:19
2020-12,欧州,ベルギー,46,-0.9775500244021473,-0.9775500244021473,,,,,,2026-06-09 00:08:19
2020-01,欧州,フィンランド,1918,0.02293333333333325,0.02293333333333325,,,,,,2026-06-09 00:08:19
2020-02,欧州,フィンランド,1979,-0.10573881608676006,-0.10573881608676006,,,,,,2026-06-09 00:08:19
2020-03,欧州,フィンランド,789,-0.7108831073653352,-0.7108831073653352,,,,,,2026-06-09 00:08:19
2020-04,欧州,フィンランド,0,-1.0,-1.0,,,,,,2026-06-09 00:08:19
2020-05,欧州,フィンランド,0,-1.0,-1.0,,,,,,2026-06-09 00:08:19
2020-06,欧州,フィンランド,1,-0.9996725605762934,-0.9996725605762934,,,,,,2026-06-09 00:08:19
2020-07,欧州,フィンランド,8,-0.9962049335863378,-0.9962049335863378,,,,,,2026-06-09 00:08:19
2020-08,欧州,フィンランド,20,-0.9873417721518988,-0.9873417721518988,,,,,,2026-06-09 00:08:19
2020-09,欧州,フィンランド,22,-0.9886069394096323,-0.9886069394096323,,,,,,2026-06-09 00:08:19
2020-10,欧州,フィンランド,55,-0.9833786642490179,-0.9833786642490179,,,,,,2026-06-09 00:08:19
2020-11,欧州,フィンランド,38,-0.9837328767123288,-0.9837328767123288,,,,,,2026-06-09 00:08:19
2020-12,欧州,フィンランド,29,-0.9888289676425269,-0.9888289676425269,,,,,,2026-06-09 00:08:19
2020-01,欧州,ポーランド,1889,0.2452208305866843,0.2452208305866843,,,,,,2026-06-09 00:08:19
2020-02,欧州,ポーランド,1332,-0.16279069767441856,-0.16279069767441856,,,,,,2026-06-09 00:08:19
2020-03,欧州,ポーランド,570,-0.8638968481375358,-0.8638968481375358,,,,,,2026-06-09 00:08:19
2020-04,欧州,ポーランド,7,-0.9988278633623576,-0.9988278633623576,,,,,,2026-06-09 00:08:19
2020-05,欧州,ポーランド,3,-0.9991284137129576,-0.9991284137129576,,,,,,2026-06-09 00:08:19
2020-06,欧州,ポーランド,1,-0.9996324880558618,-0.9996324880558618,,,,,,2026-06-09 00:08:19
2020-07,欧州,ポーランド,3,-0.999067454149829,-0.999067454149829,,,,,,2026-06-09 00:08:19
2020-08,欧州,ポーランド,24,-0.9918505942275042,-0.9918505942275042,,,,,,2026-06-09 00:08:19
2020-09,欧州,ポーランド,17,-0.9951950254381006,-0.9951950254381006,,,,,,2026-06-09 00:08:19
2020-10,欧州,ポーランド,51,-0.9873039581777446,-0.9873039581777446,,,,,,2026-06-09 00:08:19
2020-11,欧州,ポーランド,44,-0.9882005899705015,-0.9882005899705015,,,,,,2026-06-09 00:08:19
2020-12,欧州,ポーランド,55,-0.9668074834037417,-0.9668074834037417,,,,,,2026-06-09 00:08:19
2020-01,欧州,デンマーク,1789,0.15867875647668384,0.15867875647668384,,,,,,2026-06-09 00:08:19
2020-02,欧州,デンマーク,2046,0.11014650027129669,0.11014650027129669,,,,,,2026-06-09 00:08:19
2020-03,欧州,デンマーク,803,-0.7436143039591315,-0.7436143039591315,,,,,,2026-06-09 00:08:19
2020-04,欧州,デンマーク,0,-1.0,-1.0,,,,,,2026-06-09 00:08:19
2020-05,欧州,デンマーク,1,-0.9995840266222962,-0.9995840266222962,,,,,,2026-06-09 00:08:19
2020-06,欧州,デンマーク,2,-0.998989898989899,-0.998989898989899,,,,,,2026-06-09 00:08:19
2020-07,欧州,デンマーク,6,-0.998793242156074,-0.998793242156074,,,,,,2026-06-09 00:08:19
2020-08,欧州,デンマーク,19,-0.9884498480243161,-0.9884498480243161,,,,,,2026-06-09 00:08:19
2020-09,欧州,デンマーク,17,-0.9926022628372497,-0.9926022628372497,,,,,,2026-06-09 00:08:19
2020-10,欧州,デンマーク,28,-0.9928516721981108,-0.9928516721981108,,,,,,2026-06-09 00:08:19
2020-11,欧州,デンマーク,39,-0.9873376623376623,-0.9873376623376623,,,,,,2026-06-09 00:08:19
2020-12,欧州,デンマーク,30,-0.9838969404186796,-0.9838969404186796,,,,,,2026-06-09 00:08:19
2020-01,欧州,ノルウェー,1526,-0.0071567989590111125,-0.0071567989590111125,,,,,,2026-06-09 00:08:19
2020-02,欧州,ノルウェー,1564,-0.04634146341463419,-0.04634146341463419,,,,,,2026-06-09 00:08:19
2020-03,欧州,ノルウェー,451,-0.8068522483940043,-0.8068522483940043,,,,,,2026-06-09 00:08:19
2020-04,欧州,ノルウェー,1,-0.9997337593184239,-0.9997337593184239,,,,,,2026-06-09 00:08:19
2020-05,欧州,ノルウェー,0,-1.0,-1.0,,,,,,2026-06-09 00:08:19
2020-06,欧州,ノルウェー,0,-1.0,-1.0,,,,,,2026-06-09 00:08:19
2020-07,欧州,ノルウェー,8,-0.9975903614457832,-0.9975903614457832,,,,,,2026-06-09 00:08:19
2020-08,欧州,ノルウェー,16,-0.986159169550173,-0.986159169550173,,,,,,2026-06-09 00:08:19
2020-09,欧州,ノルウェー,11,-0.9939824945295405,-0.9939824945295405,,,,,,2026-06-09 00:08:19
2020-10,欧州,ノルウェー,11,-0.9943848902501277,-0.9943848902501277,,,,,,2026-06-09 00:08:19
2020-11,欧州,ノルウェー,10,-0.9947312961011591,-0.9947312961011591,,,,,,2026-06-09 00:08:19
2020-12,欧州,ノルウェー,22,-0.9844961240310077,-0.9844961240310077,,,,,,2026-06-09 00:08:19
2020-01,欧州,オーストリア,1473,0.06584659913169322,0.06584659913169322,,,,,,2026-06-09 00:08:19
2020-02,欧州,オーストリア,1492,0.008789722785665921,0.008789722785665921,,,,,,2026-06-09 00:08:19
2020-03,欧州,オーストリア,449,-0.8202562049639712,-0.8202562049639712,,,,,,2026-06-09 00:08:19
2020-04,欧州,オーストリア,0,-1.0,-1.0,,,,,,2026-06-09 00:08:19
2020-05,欧州,オーストリア,2,-0.9990821477742083,-0.9990821477742083,,,,,,2026-06-09 00:08:19
2020-06,欧州,オーストリア,2,-0.9988452655889145,-0.9988452655889145,,,,,,2026-06-09 00:08:19
2020-07,欧州,オーストリア,8,-0.9973377703826956,-0.9973377703826956,,,,,,2026-06-09 00:08:19
2020-08,欧州,オーストリア,3,-0.9987770077456176,-0.9987770077456176,,,,,,2026-06-09 00:08:19
2020-09,欧州,オーストリア,18,-0.9931818181818182,-0.9931818181818182,,,,,,2026-06-09 00:08:19
2020-10,欧州,オーストリア,32,-0.9886805801202688,-0.9886805801202688,,,,,,2026-06-09 00:08:19
2020-11,欧州,オーストリア,103,-0.9549825174825175,-0.9549825174825175,,,,,,2026-06-09 00:08:19
2020-12,欧州,オーストリア,23,-0.9855889724310777,-0.9855889724310777,,,,,,2026-06-09 00:08:19
2020-01,欧州,ポルトガル,1932,0.21739130434782616,0.21739130434782616,,,,,,2026-06-09 00:08:19
2020-02,欧州,ポルトガル,899,-0.42775302355187783,-0.42775302355187783,,,,,,2026-06-09 00:08:19
2020-03,欧州,ポルトガル,300,-0.8817966903073287,-0.8817966903073287,,,,,,2026-06-09 00:08:19
2020-04,欧州,ポルトガル,0,-1.0,-1.0,,,,,,2026-06-09 00:08:19
2020-05,欧州,ポルトガル,0,-1.0,-1.0,,,,,,2026-06-09 00:08:19
2020-06,欧州,ポルトガル,0,-1.0,-1.0,,,,,,2026-06-09 00:08:19
2020-07,欧州,ポルトガル,3,-0.998939179632249,-0.998939179632249,,,,,,2026-06-09 00:08:19
2020-08,欧州,ポルトガル,7,-0.9978864734299517,-0.9978864734299517,,,,,,2026-06-09 00:08:19
2020-09,欧州,ポルトガル,6,-0.9977876106194691,-0.9977876106194691,,,,,,2026-06-09 00:08:19
2020-10,欧州,ポルトガル,14,-0.995868987902036,-0.995868987902036,,,,,,2026-06-09 00:08:19
2020-11,欧州,ポルトガル,7,-0.9974006683995544,-0.9974006683995544,,,,,,2026-06-09 00:08:19
2020-12,欧州,ポルトガル,11,-0.9961898164184274,-0.9961898164184274,,,,,,2026-06-09 00:08:19
2020-01,欧州,アイルランド,1656,0.25835866261398177,0.25835866261398177,,,,,,2026-06-09 00:08:19
2020-02,欧州,アイルランド,1115,-0.16354088522130528,-0.16354088522130528,,,,,,2026-06-09 00:08:19
2020-03,欧州,アイルランド,393,-0.8005076142131979,-0.8005076142131979,,,,,,2026-06-09 00:08:19
2020-04,欧州,アイルランド,1,-0.9995969367190649,-0.9995969367190649,,,,,,2026-06-09 00:08:19
2020-05,欧州,アイルランド,0,-1.0,-1.0,,,,,,2026-06-09 00:08:19
2020-06,欧州,アイルランド,1,-0.9994700582935877,-0.9994700582935877,,,,,,2026-06-09 00:08:19
2020-07,欧州,アイルランド,6,-0.9968237162519852,-0.9968237162519852,,,,,,2026-06-09 00:08:19
2020-08,欧州,アイルランド,22,-0.9870283018867925,-0.9870283018867925,,,,,,2026-06-09 00:08:19
2020-09,欧州,アイルランド,12,-0.998688667905147,-0.998688667905147,,,,,,2026-06-09 00:08:19
2020-10,欧州,アイルランド,15,-0.9987524950099801,-0.9987524950099801,,,,,,2026-06-09 00:08:19
2020-11,欧州,アイルランド,30,-0.9852869053457577,-0.9852869053457577,,,,,,2026-06-09 00:08:19
2020-12,欧州,アイルランド,19,-0.988498789346247,-0.988498789346247,,,,,,2026-06-09 00:08:19
2020-01,欧州その他,その他ヨーロッパ,6512,0.11986242476354247,0.11986242476354247,,,,,,2026-06-09 00:08:19
2020-02,欧州その他,その他ヨーロッパ,5212,-0.08223278746258145,-0.08223278746258145,,,,,,2026-06-09 00:08:19
2020-03,欧州その他,その他ヨーロッパ,2206,-0.8358630952380952,-0.8358630952380952,,,,,,2026-06-09 00:08:19
2020-04,欧州その他,その他ヨーロッパ,16,-0.9989645353352317,-0.9989645353352317,,,,,,2026-06-09 00:08:19
2020-05,欧州その他,その他ヨーロッパ,6,-0.9994605771824148,-0.9994605771824148,,,,,,2026-06-09 00:08:19
2020-06,欧州その他,その他ヨーロッパ,20,-0.9977520512532314,-0.9977520512532314,,,,,,2026-06-09 00:08:19
2020-07,欧州その他,その他ヨーロッパ,40,-0.9958911145351823,-0.9958911145351823,,,,,,2026-06-09 00:08:19
2020-08,欧州その他,その他ヨーロッパ,150,-0.98469700061212,-0.98469700061212,,,,,,2026-06-09 00:08:19
2020-09,欧州その他,その他ヨーロッパ,178,-0.9843530239099859,-0.9843530239099859,,,,,,2026-06-09 00:08:19
2020-10,欧州その他,その他ヨーロッパ,440,-0.9681136314225669,-0.9681136314225669,,,,,,2026-06-09 00:08:19
2020-11,欧州その他,その他ヨーロッパ,589,-0.9520514490394009,-0.9520514490394009,,,,,,2026-06-09 00:08:19
2020-12,欧州その他,その他ヨーロッパ,403,-0.9461229946524065,-0.9461229946524065,,,,,,2026-06-09 00:08:19
2020-01,集計,アフリカ計,3084,0.11055095426719475,0.11055095426719475,,,,,,2026-06-09 00:08:19
2020-02,集計,アフリカ計,2101,-0.10098416773641417,-0.10098416773641417,,,,,,2026-06-09 00:08:19
2020-03,集計,アフリカ計,978,-0.7525303643724697,-0.7525303643724697,,,,,,2026-06-09 00:08:19
2020-04,集計,アフリカ計,17,-0.995677599796593,-0.995677599796593,,,,,,2026-06-09 00:08:19
2020-05,集計,アフリカ計,10,-0.9964875307341061,-0.9964875307341061,,,,,,2026-06-09 00:08:19
2020-06,集計,アフリカ計,5,-0.9987019730010385,-0.9987019730010385,,,,,,2026-06-09 00:08:19
2020-07,集計,アフリカ計,25,-0.9931525609422076,-0.9931525609422076,,,,,,2026-06-09 00:08:19
2020-08,集計,アフリカ計,169,-0.9783055198973042,-0.9783055198973042,,,,,,2026-06-09 00:08:19
2020-09,集計,アフリカ計,175,-0.9773227938317999,-0.9773227938317999,,,,,,2026-06-09 00:08:19
2020-10,集計,アフリカ計,406,-0.9531015363289823,-0.9531015363289823,,,,,,2026-06-09 00:08:19
2020-11,集計,アフリカ計,513,-0.8778862175672459,-0.8778862175672459,,,,,,2026-06-09 00:08:19
2020-12,集計,アフリカ計,357,-0.8926315789473684,-0.8926315789473684,,,,,,2026-06-09 00:08:19
2020-01,集計,北アメリカ計,152202,0.1677305508669633,0.1677305508669633,,,,,,2026-06-09 00:08:19
2020-02,集計,北アメリカ計,94630,-0.213592394375561,-0.213592394375561,,,,,,2026-06-09 00:08:19
2020-03,集計,北アメリカ計,31246,-0.8591081872004257,-0.8591081872004257,,,,,,2026-06-09 00:08:19
2020-04,集計,北アメリカ計,455,-0.9979228960763279,-0.9979228960763279,,,,,,2026-06-09 00:08:19
2020-05,集計,北アメリカ計,53,-0.9997338248366539,-0.9997338248366539,,,,,,2026-06-09 00:08:19
2020-06,集計,北アメリカ計,156,-0.9992489817926227,-0.9992489817926227,,,,,,2026-06-09 00:08:19
2020-07,集計,北アメリカ計,443,-0.9977409945743075,-0.9977409945743075,,,,,,2026-06-09 00:08:19
2020-08,集計,北アメリカ計,796,-0.9947585026174562,-0.9947585026174562,,,,,,2026-06-09 00:08:19
2020-09,集計,北アメリカ計,730,-0.995533911681574,-0.995533911681574,,,,,,2026-06-09 00:08:19
2020-10,集計,北アメリカ計,1115,-0.994428704911234,-0.994428704911234,,,,,,2026-06-09 00:08:19
2020-11,集計,北アメリカ計,1348,-0.9929160754637658,-0.9929160754637658,,,,,,2026-06-09 00:08:19
2020-12,集計,北アメリカ計,1655,-0.9911674921014431,-0.9911674921014431,,,,,,2026-06-09 00:08:19
2020-01,北米,米国,117343,0.13714374315589528,0.13714374315589528,,,,,,2026-06-09 00:08:19
2020-02,北米,米国,73373,-0.20822497275248464,-0.20822497275248464,,,,,,2026-06-09 00:08:19
2020-03,北米,米国,22964,-0.869939512018305,-0.869939512018305,,,,,,2026-06-09 00:08:19
2020-04,北米,米国,340,-0.9980029016664024,-0.9980029016664024,,,,,,2026-06-09 00:08:19
2020-05,北米,米国,47,-0.999700564467833,-0.999700564467833,,,,,,2026-06-09 00:08:19
2020-06,北米,米国,136,-0.999225031483096,-0.999225031483096,,,,,,2026-06-09 00:08:19
2020-07,北米,米国,403,-0.997430911930641,-0.997430911930641,,,,,,2026-06-09 00:08:19
2020-08,北米,米国,698,-0.9940761109413722,-0.9940761109413722,,,,,,2026-06-09 00:08:19
2020-09,北米,米国,632,-0.9950310559006211,-0.9950310559006211,,,,,,2026-06-09 00:08:19
2020-10,北米,米国,932,-0.9939229149142883,-0.9939229149142883,,,,,,2026-06-09 00:08:19
2020-11,北米,米国,1091,-0.992677508339318,-0.992677508339318,,,,,,2026-06-09 00:08:19
2020-12,北米,米国,1348,-0.9906711511578015,-0.9906711511578015,,,,,,2026-06-09 00:08:19
2020-01,北米,カナダ,28931,0.29776162921096305,0.29776162921096305,,,,,,2026-06-09 00:08:19
2020-02,北米,カナダ,17601,-0.2630322823765858,-0.2630322823765858,,,,,,2026-06-09 00:08:19
2020-03,北米,カナダ,6149,-0.8380094312284306,-0.8380094312284306,,,,,,2026-06-09 00:08:19
2020-04,北米,カナダ,47,-0.9987916805923336,-0.9987916805923336,,,,,,2026-06-09 00:08:19
2020-05,北米,カナダ,5,-0.9998584972406962,-0.9998584972406962,,,,,,2026-06-09 00:08:19
2020-06,北米,カナダ,17,-0.9993307613573734,-0.9993307613573734,,,,,,2026-06-09 00:08:19
2020-07,北米,カナダ,30,-0.9989755847703603,-0.9989755847703603,,,,,,2026-06-09 00:08:19
2020-08,北米,カナダ,81,-0.9970618107951248,-0.9970618107951248,,,,,,2026-06-09 00:08:19
2020-09,北米,カナダ,69,-0.997581069237511,-0.997581069237511,,,,,,2026-06-09 00:08:19
2020-10,北米,カナダ,118,-0.9968672843603154,-0.9968672843603154,,,,,,2026-06-09 00:08:19
2020-11,北米,カナダ,134,-0.9959779085124265,-0.9959779085124265,,,,,,2026-06-09 00:08:19
2020-12,北米,カナダ,183,-0.9947910736650347,-0.9947910736650347,,,,,,2026-06-09 00:08:19
2020-01,北米,メキシコ,4641,0.2838174273858922,0.2838174273858922,,,,,,2026-06-09 00:08:19
2020-02,北米,メキシコ,2968,0.027345102111457242,0.027345102111457242,,,,,,2026-06-09 00:08:19
2020-03,北米,メキシコ,1691,-0.7054006968641116,-0.7054006968641116,,,,,,2026-06-09 00:08:19
2020-04,北米,メキシコ,64,-0.9922160058379956,-0.9922160058379956,,,,,,2026-06-09 00:08:19
2020-05,北米,メキシコ,1,-0.9998175848230573,-0.9998175848230573,,,,,,2026-06-09 00:08:19
2020-06,北米,メキシコ,3,-0.9994714587737844,-0.9994714587737844,,,,,,2026-06-09 00:08:19
2020-07,北米,メキシコ,2,-0.9997690797829349,-0.9997690797829349,,,,,,2026-06-09 00:08:19
2020-08,北米,メキシコ,7,-0.9985416666666667,-0.9985416666666667,,,,,,2026-06-09 00:08:19
2020-09,北米,メキシコ,11,-0.9982489652976759,-0.9982489652976759,,,,,,2026-06-09 00:08:19
2020-10,北米,メキシコ,34,-0.9953960731211916,-0.9953960731211916,,,,,,2026-06-09 00:08:19
2020-11,北米,メキシコ,57,-0.9912226670773021,-0.9912226670773021,,,,,,2026-06-09 00:08:19
2020-12,北米,メキシコ,49,-0.9924603785197723,-0.9924603785197723,,,,,,2026-06-09 00:08:19
2020-01,北米その他,その他北アメリカ,1287,0.03706688154713933,0.03706688154713933,,,,,,2026-06-09 00:08:19
2020-02,北米その他,その他北アメリカ,688,-0.22783389450056113,-0.22783389450056113,,,,,,2026-06-09 00:08:19
2020-03,北米その他,その他北アメリカ,442,-0.7072847682119205,-0.7072847682119205,,,,,,2026-06-09 00:08:19
2020-04,北米その他,その他北アメリカ,4,-0.9976317347542925,-0.9976317347542925,,,,,,2026-06-09 00:08:19
2020-05,北米その他,その他北アメリカ,0,-1.0,-1.0,,,,,,2026-06-09 00:08:19
2020-06,北米その他,その他北アメリカ,0,-1.0,-1.0,,,,,,2026-06-09 00:08:19
2020-07,北米その他,その他北アメリカ,8,-0.9938128383604021,-0.9938128383604021,,,,,,2026-06-09 00:08:19
2020-08,北米その他,その他北アメリカ,10,-0.994008388256441,-0.994008388256441,,,,,,2026-06-09 00:08:19
2020-09,北米その他,その他北アメリカ,18,-0.9876458476321208,-0.9876458476321208,,,,,,2026-06-09 00:08:19
2020-10,北米その他,その他北アメリカ,31,-0.9819557625145519,-0.9819557625145519,,,,,,2026-06-09 00:08:19
2020-11,北米その他,その他北アメリカ,66,-0.9556153328850033,-0.9556153328850033,,,,,,2026-06-09 00:08:19
2020-12,北米その他,その他北アメリカ,75,-0.9398556535685646,-0.9398556535685646,,,,,,2026-06-09 00:08:19
2020-01,集計,南アメリカ計,8028,0.08194070080862526,0.08194070080862526,,,,,,2026-06-09 00:08:19
2020-02,集計,南アメリカ計,6352,0.07972123066462689,0.07972123066462689,,,,,,2026-06-09 00:08:19
2020-03,集計,南アメリカ計,3011,-0.7183085414912527,-0.7183085414912527,,,,,,2026-06-09 00:08:19
2020-04,集計,南アメリカ計,19,-0.9985483994193598,-0.9985483994193598,,,,,,2026-06-09 00:08:19
2020-05,集計,南アメリカ計,4,-0.999557179231706,-0.999557179231706,,,,,,2026-06-09 00:08:19
2020-06,集計,南アメリカ計,15,-0.9980754426481909,-0.9980754426481909,,,,,,2026-06-09 00:08:19
2020-07,集計,南アメリカ計,28,-0.9967860422405876,-0.9967860422405876,,,,,,2026-06-09 00:08:19
2020-08,集計,南アメリカ計,70,-0.9897013388259526,-0.9897013388259526,,,,,,2026-06-09 00:08:19
2020-09,集計,南アメリカ計,74,-0.994401150034047,-0.994401150034047,,,,,,2026-06-09 00:08:19
2020-10,集計,南アメリカ計,160,-0.9868421052631579,-0.9868421052631579,,,,,,2026-06-09 00:08:19
2020-11,集計,南アメリカ計,267,-0.9685993178878043,-0.9685993178878043,,,,,,2026-06-09 00:08:19
2020-12,集計,南アメリカ計,194,-0.975452359863343,-0.975452359863343,,,,,,2026-06-09 00:08:19
2020-01,南米,ブラジル,3419,0.16490630323679722,0.16490630323679722,,,,,,2026-06-09 00:08:19
2020-02,南米,ブラジル,2010,-0.0527803958529689,-0.0527803958529689,,,,,,2026-06-09 00:08:19
2020-03,南米,ブラジル,995,-0.8037475345167653,-0.8037475345167653,,,,,,2026-06-09 00:08:19
2020-04,南米,ブラジル,13,-0.9977296542088718,-0.9977296542088718,,,,,,2026-06-09 00:08:19
2020-05,南米,ブラジル,2,-0.9995287464655985,-0.9995287464655985,,,,,,2026-06-09 00:08:19
2020-06,南米,ブラジル,10,-0.9970264644662503,-0.9970264644662503,,,,,,2026-06-09 00:08:19
2020-07,南米,ブラジル,17,-0.9962019660411081,-0.9962019660411081,,,,,,2026-06-09 00:08:19
2020-08,南米,ブラジル,45,-0.9847818735204599,-0.9847818735204599,,,,,,2026-06-09 00:08:19
2020-09,南米,ブラジル,42,-0.989388580090955,-0.989388580090955,,,,,,2026-06-09 00:08:19
2020-10,南米,ブラジル,87,-0.9813144329896907,-0.9813144329896907,,,,,,2026-06-09 00:08:19
2020-11,南米,ブラジル,151,-0.9595499598178409,-0.9595499598178409,,,,,,2026-06-09 00:08:19
2020-12,南米,ブラジル,97,-0.9776239907727797,-0.9776239907727797,,,,,,2026-06-09 00:08:19
2020-01,南米その他,その他南アメリカ,4609,0.02764771460423643,0.02764771460423643,,,,,,2026-06-09 00:08:19
2020-02,南米その他,その他南アメリカ,4342,0.15448019143844727,0.15448019143844727,,,,,,2026-06-09 00:08:19
2020-03,南米その他,その他南アメリカ,2016,-0.6412172984516817,-0.6412172984516817,,,,,,2026-06-09 00:08:19
2020-04,南米その他,その他南アメリカ,6,-0.9991851147630042,-0.9991851147630042,,,,,,2026-06-09 00:08:19
2020-05,南米その他,その他南アメリカ,2,-0.9995823762789726,-0.9995823762789726,,,,,,2026-06-09 00:08:19
