ym,region,country,visitors,visitors_yoy,visitors_vs_2019,prefecture,region_block,foreign_guest_nights,guest_nights_yoy,guest_nights_vs_2019,updated_at
2022-06,集計,アフリカ計,753,1.324074074074074,-0.8045171339563864,,,,,,2026-06-09 00:08:19
2022-07,集計,アフリカ計,945,-0.6304262807978099,-0.7411668036154478,,,,,,2026-06-09 00:08:19
2022-08,集計,アフリカ計,1358,-0.01736613603473225,-0.8256739409499358,,,,,,2026-06-09 00:08:19
2022-09,集計,アフリカ計,1942,4.6950146627565985,-0.7483478035506026,,,,,,2026-06-09 00:08:19
2022-10,集計,アフリカ計,2338,4.964285714285714,-0.7299295367910361,,,,,,2026-06-09 00:08:19
2022-11,集計,アフリカ計,1933,2.724470134874759,-0.5398714591763866,,,,,,2026-06-09 00:08:19
2022-12,集計,アフリカ計,2121,10.59016393442623,-0.3621052631578947,,,,,,2026-06-09 00:08:19
2022-01,集計,北アメリカ計,2237,0.5502425502425503,-0.9828371950283873,,,,,,2026-06-09 00:08:19
2022-02,集計,北アメリカ計,755,0.74364896073903,-0.9937256922514377,,,,,,2026-06-09 00:08:19
2022-03,集計,北アメリカ計,3825,4.930232558139535,-0.9827526344505417,,,,,,2026-06-09 00:08:19
2022-04,集計,北アメリカ計,6322,7.033036848792884,-0.9711396681198786,,,,,,2026-06-09 00:08:19
2022-05,集計,北アメリカ計,9430,7.564940962761126,-0.9526409096159545,,,,,,2026-06-09 00:08:19
2022-06,集計,北アメリカ計,11293,7.083750894774516,-0.9456330216928721,,,,,,2026-06-09 00:08:19
2022-07,集計,北アメリカ計,16337,0.8073901980307556,-0.9166921633419002,,,,,,2026-06-09 00:08:19
2022-08,集計,北アメリカ計,18645,3.701210287443268,-0.8772264840483324,,,,,,2026-06-09 00:08:19
2022-09,集計,北アメリカ計,21523,10.117252066115702,-0.8683238097568735,,,,,,2026-06-09 00:08:19
2022-10,集計,北アメリカ計,65619,25.91509433962264,-0.6721230381796106,,,,,,2026-06-09 00:08:19
2022-11,集計,北アメリカ計,102806,52.26735751295337,-0.459740396237322,,,,,,2026-06-09 00:08:19
2022-12,集計,北アメリカ計,133217,117.6260017809439,-0.28903915122534374,,,,,,2026-06-09 00:08:19
2022-01,北米,米国,1785,0.4800995024875623,-0.9827019798238218,,,,,,2026-06-09 00:08:19
2022-02,北米,米国,595,0.6212534059945505,-0.9935792983629909,,,,,,2026-06-09 00:08:19
2022-03,北米,米国,3199,4.816363636363636,-0.9818819238349834,,,,,,2026-06-09 00:08:19
2022-04,北米,米国,5214,7.943396226415095,-0.9693739096724171,,,,,,2026-06-09 00:08:19
2022-05,北米,米国,8066,7.419624217118997,-0.9486117659051235,,,,,,2026-06-09 00:08:19
2022-06,北米,米国,9724,7.368330464716006,-0.9445897510413639,,,,,,2026-06-09 00:08:19
2022-07,北米,米国,14127,1.3011891187489821,-0.9099416695884996,,,,,,2026-06-09 00:08:19
2022-08,北米,米国,15823,4.307950352230795,-0.8657110364259768,,,,,,2026-06-09 00:08:19
2022-09,北米,米国,17965,9.84188292094146,-0.8587546190738266,,,,,,2026-06-09 00:08:19
2022-10,北米,米国,53242,25.163144963144962,-0.6528367337623808,,,,,,2026-06-09 00:08:19
2022-11,北米,米国,84289,57.861033519553075,-0.43427543575872696,,,,,,2026-06-09 00:08:19
2022-12,北米,米国,109484,113.52301255230125,-0.2423147725228031,,,,,,2026-06-09 00:08:19
2022-01,北米,カナダ,223,0.784,-0.9899968600008971,,,,,,2026-06-09 00:08:19
2022-02,北米,カナダ,101,3.590909090909091,-0.9957710505380396,,,,,,2026-06-09 00:08:19
2022-03,北米,カナダ,362,6.541666666666667,-0.9904633947153507,,,,,,2026-06-09 00:08:19
2022-04,北米,カナダ,711,5.771428571428571,-0.9817209553435997,,,,,,2026-06-09 00:08:19
2022-05,北米,カナダ,949,14.063492063492063,-0.9731427762841376,,,,,,2026-06-09 00:08:19
2022-06,北米,カナダ,1179,9.718181818181819,-0.9535863317848988,,,,,,2026-06-09 00:08:19
2022-07,北米,カナダ,1622,0.049838187702265335,-0.944613283250811,,,,,,2026-06-09 00:08:19
2022-08,北米,カナダ,2009,2.769230769230769,-0.9271256529309344,,,,,,2026-06-09 00:08:19
2022-09,北米,カナダ,2396,9.89090909090909,-0.9160035056967573,,,,,,2026-06-09 00:08:19
2022-10,北米,カナダ,9847,31.60596026490066,-0.7385775347120822,,,,,,2026-06-09 00:08:19
2022-11,北米,カナダ,15868,42.95567867036011,-0.5237123304118141,,,,,,2026-06-09 00:08:19
2022-12,北米,カナダ,20610,201.05882352941177,-0.41335534555391096,,,,,,2026-06-09 00:08:19
2022-01,北米,メキシコ,110,0.9642857142857142,-0.9695712309820194,,,,,,2026-06-09 00:08:19
2022-02,北米,メキシコ,22,-0.04347826086956519,-0.9923849082727587,,,,,,2026-06-09 00:08:19
2022-03,北米,メキシコ,165,6.173913043478261,-0.9712543554006968,,,,,,2026-06-09 00:08:19
2022-04,北米,メキシコ,217,4.564102564102564,-0.9736073947944539,,,,,,2026-06-09 00:08:19
2022-05,北米,メキシコ,229,5.1891891891891895,-0.9582269244801167,,,,,,2026-06-09 00:08:19
2022-06,北米,メキシコ,268,2.2289156626506026,-0.9527836504580691,,,,,,2026-06-09 00:08:19
2022-07,北米,メキシコ,371,-0.2222222222222222,-0.9571642997344417,,,,,,2026-06-09 00:08:19
2022-08,北米,メキシコ,514,1.2844444444444445,-0.8929166666666667,,,,,,2026-06-09 00:08:19
2022-09,北米,メキシコ,771,31.125,-0.8772683858643744,,,,,,2026-06-09 00:08:19
2022-10,北米,メキシコ,1951,40.51063829787234,-0.7358158429248476,,,,,,2026-06-09 00:08:19
2022-11,北米,メキシコ,2037,38.94117647058823,-0.686325839236218,,,,,,2026-06-09 00:08:19
2022-12,北米,メキシコ,2497,63.02564102564102,-0.6157870441606401,,,,,,2026-06-09 00:08:19
2022-01,北米その他,その他北アメリカ,119,1.125,-0.904109589041096,,,,,,2026-06-09 00:08:19
2022-02,北米その他,その他北アメリカ,37,0.7619047619047619,-0.9584736251402918,,,,,,2026-06-09 00:08:19
2022-03,北米その他,その他北アメリカ,99,3.125,-0.9344370860927153,,,,,,2026-06-09 00:08:19
2022-04,北米その他,その他北アメリカ,180,2.0,-0.8934280639431617,,,,,,2026-06-09 00:08:19
2022-05,北米その他,その他北アメリカ,186,3.325581395348837,-0.8609865470852018,,,,,,2026-06-09 00:08:19
2022-06,北米その他,その他北アメリカ,122,1.9047619047619047,-0.8938207136640557,,,,,,2026-06-09 00:08:19
2022-07,北米その他,その他北アメリカ,217,-0.7528473804100227,-0.8321732405259088,,,,,,2026-06-09 00:08:19
2022-08,北米その他,その他北アメリカ,299,0.31718061674008813,-0.8208508088675854,,,,,,2026-06-09 00:08:19
2022-09,北米その他,その他北アメリカ,391,10.17142857142857,-0.731640356897735,,,,,,2026-06-09 00:08:19
2022-10,北米その他,その他北アメリカ,579,9.722222222222221,-0.6629802095459837,,,,,,2026-06-09 00:08:19
2022-11,北米その他,その他北アメリカ,612,6.116279069767442,-0.5884330867518494,,,,,,2026-06-09 00:08:19
2022-12,北米その他,その他北アメリカ,626,23.076923076923077,-0.4979951884522855,,,,,,2026-06-09 00:08:19
2022-01,集計,南アメリカ計,412,0.21176470588235285,-0.9444743935309973,,,,,,2026-06-09 00:08:19
2022-02,集計,南アメリカ計,190,0.8269230769230769,-0.967703552609213,,,,,,2026-06-09 00:08:19
2022-03,集計,南アメリカ計,455,3.5049504950495045,-0.9574328749181401,,,,,,2026-06-09 00:08:19
2022-04,集計,南アメリカ計,807,3.6647398843930636,-0.9383451753380702,,,,,,2026-06-09 00:08:19
2022-05,集計,南アメリカ計,719,3.9930555555555554,-0.9204029668991476,,,,,,2026-06-09 00:08:19
2022-06,集計,南アメリカ計,863,4.567741935483871,-0.8892738003592507,,,,,,2026-06-09 00:08:19
2022-07,集計,南アメリカ計,1003,-0.583817427385892,-0.8848714416896235,,,,,,2026-06-09 00:08:19
2022-08,集計,南アメリカ計,1198,0.09706959706959717,-0.8237457701927321,,,,,,2026-06-09 00:08:19
2022-09,集計,南アメリカ計,1579,7.9209039548022595,-0.8805326473481123,,,,,,2026-06-09 00:08:19
2022-10,集計,南アメリカ計,2977,12.655963302752294,-0.7551809210526316,,,,,,2026-06-09 00:08:19
2022-11,集計,南アメリカ計,3177,13.640552995391705,-0.6263671645301658,,,,,,2026-06-09 00:08:19
2022-12,集計,南アメリカ計,4272,57.52054794520548,-0.45944578008351256,,,,,,2026-06-09 00:08:19
2022-01,南米,ブラジル,279,0.09842519685039375,-0.9049403747870528,,,,,,2026-06-09 00:08:19
2022-02,南米,ブラジル,117,0.6956521739130435,-0.9448633364750235,,,,,,2026-06-09 00:08:19
2022-03,南米,ブラジル,275,6.2368421052631575,-0.945759368836292,,,,,,2026-06-09 00:08:19
2022-04,南米,ブラジル,434,4.228915662650603,-0.9242053789731052,,,,,,2026-06-09 00:08:19
2022-05,南米,ブラジル,348,3.046511627906977,-0.9180018850141376,,,,,,2026-06-09 00:08:19
2022-06,南米,ブラジル,424,3.038095238095238,-0.8739220933690157,,,,,,2026-06-09 00:08:19
2022-07,南米,ブラジル,527,-0.5323868677905945,-0.8822609472743521,,,,,,2026-06-09 00:08:19
2022-08,南米,ブラジル,602,0.059859154929577496,-0.7964152857625972,,,,,,2026-06-09 00:08:19
2022-09,南米,ブラジル,864,6.081967213114754,-0.7817079332996463,,,,,,2026-06-09 00:08:19
2022-10,南米,ブラジル,1489,10.366412213740459,-0.6801975945017182,,,,,,2026-06-09 00:08:19
2022-11,南米,ブラジル,1484,13.26923076923077,-0.6024645057594429,,,,,,2026-06-09 00:08:19
2022-12,南米,ブラジル,2593,57.93181818181818,-0.4018454440599769,,,,,,2026-06-09 00:08:19
2022-01,南米その他,その他南アメリカ,133,0.5465116279069768,-0.9703455964325529,,,,,,2026-06-09 00:08:19
2022-02,南米その他,その他南アメリカ,73,1.0857142857142859,-0.9805902685455996,,,,,,2026-06-09 00:08:19
2022-03,南米その他,その他南アメリカ,180,1.8571428571428572,-0.9679658302189001,,,,,,2026-06-09 00:08:19
2022-04,南米その他,その他南アメリカ,373,3.144444444444445,-0.9493413011000951,,,,,,2026-06-09 00:08:19
2022-05,南米その他,その他南アメリカ,371,5.396551724137931,-0.9225307997494258,,,,,,2026-06-09 00:08:19
2022-06,南米その他,その他南アメリカ,439,7.779999999999999,-0.9009252990295644,,,,,,2026-06-09 00:08:19
2022-07,南米その他,その他南アメリカ,476,-0.6289945440374123,-0.8876298394711992,,,,,,2026-06-09 00:08:19
2022-08,南米その他,その他南アメリカ,596,0.13740458015267176,-0.8447916666666666,,,,,,2026-06-09 00:08:19
2022-09,南米その他,その他南アメリカ,715,12.0,-0.9227778377794578,,,,,,2026-06-09 00:08:19
2022-10,南米その他,その他南アメリカ,1488,16.103448275862068,-0.8017057569296375,,,,,,2026-06-09 00:08:19
2022-11,南米その他,その他南アメリカ,1693,13.982300884955752,-0.6450733752620545,,,,,,2026-06-09 00:08:19
2022-12,南米その他,その他南アメリカ,1679,56.89655172413793,-0.5294282511210762,,,,,,2026-06-09 00:08:19
2022-01,集計,オセアニア計,266,0.7972972972972974,-0.9970271357682507,,,,,,2026-06-09 00:08:19
2022-02,集計,オセアニア計,168,2.2941176470588234,-0.9968280940243557,,,,,,2026-06-09 00:08:19
2022-03,集計,オセアニア計,756,9.08,-0.9848760677776222,,,,,,2026-06-09 00:08:19
2022-04,集計,オセアニア計,1422,10.023255813953488,-0.9821920553023092,,,,,,2026-06-09 00:08:19
2022-05,集計,オセアニア計,1780,12.90625,-0.966337607322516,,,,,,2026-06-09 00:08:19
2022-06,集計,オセアニア計,2010,11.181818181818182,-0.9536439114391144,,,,,,2026-06-09 00:08:19
2022-07,集計,オセアニア計,2973,0.22902025630425804,-0.928452819291026,,,,,,2026-06-09 00:08:19
2022-08,集計,オセアニア計,3386,3.837142857142857,-0.8956837856988816,,,,,,2026-06-09 00:08:19
2022-09,集計,オセアニア計,5663,22.40082644628099,-0.9221495147232686,,,,,,2026-06-09 00:08:19
2022-10,集計,オセアニア計,13720,34.0,-0.7981016849385623,,,,,,2026-06-09 00:08:19
2022-11,集計,オセアニア計,23042,71.91772151898734,-0.5873123902998173,,,,,,2026-06-09 00:08:19
2022-12,集計,オセアニア計,46735,247.5904255319149,-0.4345911417060866,,,,,,2026-06-09 00:08:19
2022-01,オセアニア,豪州,220,1.0754716981132075,-0.9972860614583718,,,,,,2026-06-09 00:08:19
2022-02,オセアニア,豪州,134,3.0606060606060606,-0.9971882999706241,,,,,,2026-06-09 00:08:19
2022-03,オセアニア,豪州,612,12.02127659574468,-0.9861460101867572,,,,,,2026-06-09 00:08:19
2022-04,オセアニア,豪州,1119,10.778947368421052,-0.9841285600816975,,,,,,2026-06-09 00:08:19
2022-05,オセアニア,豪州,1503,16.68235294117647,-0.9674837202258616,,,,,,2026-06-09 00:08:19
2022-06,オセアニア,豪州,1639,13.129310344827585,-0.9560389453638387,,,,,,2026-06-09 00:08:19
2022-07,オセアニア,豪州,2330,0.484076433121019,-0.9331861325380667,,,,,,2026-06-09 00:08:19
2022-08,オセアニア,豪州,2697,4.146946564885496,-0.899929501688249,,,,,,2026-06-09 00:08:19
2022-09,オセアニア,豪州,4689,37.752066115702476,-0.9224933055638203,,,,,,2026-06-09 00:08:19
2022-10,オセアニア,豪州,11677,40.11619718309859,-0.7735391656808177,,,,,,2026-06-09 00:08:19
2022-11,オセアニア,豪州,20193,125.20625,-0.5821590415295798,,,,,,2026-06-09 00:08:19
2022-12,オセアニア,豪州,41835,336.3790322580645,-0.4241806945342932,,,,,,2026-06-09 00:08:19
2022-01,オセアニア,ニュージーランド,40,-0.024390243902439046,-0.9949494949494949,,,,,,2026-06-09 00:08:19
2022-02,オセアニア,ニュージーランド,26,0.7333333333333334,-0.994869771112865,,,,,,2026-06-09 00:08:19
2022-03,オセアニア,ニュージーランド,106,3.608695652173913,-0.9803448915260523,,,,,,2026-06-09 00:08:19
2022-04,オセアニア,ニュージーランド,228,6.354838709677419,-0.9746947835738069,,,,,,2026-06-09 00:08:19
2022-05,オセアニア,ニュージーランド,220,6.586206896551724,-0.9646415943426551,,,,,,2026-06-09 00:08:19
2022-06,オセアニア,ニュージーランド,309,10.884615384615385,-0.9442338927991337,,,,,,2026-06-09 00:08:19
2022-07,オセアニア,ニュージーランド,575,-0.1785714285714286,-0.9078673289536934,,,,,,2026-06-09 00:08:19
2022-08,オセアニア,ニュージーランド,594,2.8076923076923075,-0.8846377937463585,,,,,,2026-06-09 00:08:19
2022-09,オセアニア,ニュージーランド,817,6.36036036036036,-0.9278969199541082,,,,,,2026-06-09 00:08:19
2022-10,オセアニア,ニュージーランド,1825,19.27777777777778,-0.8836319581712683,,,,,,2026-06-09 00:08:19
2022-11,オセアニア,ニュージーランド,2613,19.904,-0.6268741967728116,,,,,,2026-06-09 00:08:19
2022-12,オセアニア,ニュージーランド,4754,82.40350877192982,-0.5024073686414068,,,,,,2026-06-09 00:08:19
2022-01,オセアニアその他,その他オセアニア,6,5.0,-0.9878296146044625,,,,,,2026-06-09 00:08:19
2022-02,オセアニアその他,その他オセアニア,8,1.6666666666666665,-0.9665271966527197,,,,,,2026-06-09 00:08:19
2022-03,オセアニアその他,その他オセアニア,38,6.6,-0.9093078758949881,,,,,,2026-06-09 00:08:19
2022-04,オセアニアその他,その他オセアニア,75,24.0,-0.7781065088757396,,,,,,2026-06-09 00:08:19
2022-05,オセアニアその他,その他オセアニア,57,3.071428571428571,-0.8683602771362586,,,,,,2026-06-09 00:08:19
2022-06,オセアニアその他,その他オセアニア,62,1.6956521739130435,-0.8843283582089552,,,,,,2026-06-09 00:08:19
2022-07,オセアニアその他,その他オセアニア,68,-0.5436241610738255,-0.8451025056947608,,,,,,2026-06-09 00:08:19
2022-08,オセアニアその他,その他オセアニア,95,3.75,-0.7353760445682451,,,,,,2026-06-09 00:08:19
2022-09,オセアニアその他,その他オセアニア,157,14.7,-0.828039430449069,,,,,,2026-06-09 00:08:19
2022-10,オセアニアその他,その他オセアニア,218,11.11111111111111,-0.692524682651622,,,,,,2026-06-09 00:08:19
2022-11,オセアニアその他,その他オセアニア,236,6.612903225806452,-0.5317460317460317,,,,,,2026-06-09 00:08:19
2022-12,オセアニアその他,その他オセアニア,146,19.857142857142858,-0.6755555555555556,,,,,,2026-06-09 00:08:19
2022-01,その他,無国籍・その他,3,0.5,-0.9333333333333333,,,,,,2026-06-09 00:08:19
2022-02,その他,無国籍・その他,0,-1.0,-1.0,,,,,,2026-06-09 00:08:19
2022-03,その他,無国籍・その他,7,2.5,-0.8833333333333333,,,,,,2026-06-09 00:08:19
2022-04,その他,無国籍・その他,3,0.5,-0.9552238805970149,,,,,,2026-06-09 00:08:19
2022-05,その他,無国籍・その他,3,0.5,-0.9545454545454546,,,,,,2026-06-09 00:08:19
2022-06,その他,無国籍・その他,9,8.0,-0.875,,,,,,2026-06-09 00:08:19
2022-07,その他,無国籍・その他,11,-0.2142857142857143,-0.8225806451612903,,,,,,2026-06-09 00:08:19
2022-08,その他,無国籍・その他,9,3.5,-0.8524590163934427,,,,,,2026-06-09 00:08:19
2022-09,その他,無国籍・その他,15,6.5,-0.7058823529411764,,,,,,2026-06-09 00:08:19
2022-10,その他,無国籍・その他,13,5.5,-0.8243243243243243,,,,,,2026-06-09 00:08:19
2022-11,その他,無国籍・その他,22,,-0.6,,,,,,2026-06-09 00:08:19
2022-12,その他,無国籍・その他,23,22.0,-0.6567164179104478,,,,,,2026-06-09 00:08:19
2023-01,集計,総数,1497472,83.28864122481144,-0.4431821350897005,,,,,,2026-06-09 00:08:19
2023-02,集計,総数,1475455,87.25019438961661,-0.43345907303321174,,,,,,2026-06-09 00:08:19
2023-03,集計,総数,1817616,26.489239424691096,-0.3414759272731489,,,,,,2026-06-09 00:08:19
2023-04,集計,総数,1949236,12.968211654771117,-0.3339782040089726,,,,,,2026-06-09 00:08:19
2023-05,集計,総数,1899176,11.915523033608531,-0.3151411187011173,,,,,,2026-06-09 00:08:19
2023-06,集計,総数,2073441,16.216980818732875,-0.2800654574014745,,,,,,2026-06-09 00:08:19
2023-07,集計,総数,2320694,15.051501611586826,-0.22415668150691914,,,,,,2026-06-09 00:08:19
2023-08,集計,総数,2157190,11.696672199267812,-0.14401773873928925,,,,,,2026-06-09 00:08:19
2023-09,集計,総数,2184442,9.571193519195125,-0.038911373792667736,,,,,,2026-06-09 00:08:19
2023-10,集計,総数,2516623,4.0469130405137115,0.00803302774048209,,,,,,2026-06-09 00:08:19
2023-11,集計,総数,2440890,1.611697637168454,-0.00015729492060290173,,,,,,2026-06-09 00:08:19
2023-12,集計,総数,2734115,0.9955383274676415,0.08222334899601691,,,,,,2026-06-09 00:08:19
2023-01,集計,アジア計,1263656,110.34514054101683,-0.466123406383928,,,,,,2026-06-09 00:08:19
2023-02,集計,アジア計,1251346,85.92921153178187,-0.4613831094092864,,,,,,2026-06-09 00:08:19
2023-03,集計,アジア計,1353507,23.813137053604166,-0.40829001726813696,,,,,,2026-06-09 00:08:19
2023-04,集計,アジア計,1456068,11.272373278492323,-0.3855563535823008,,,,,,2026-06-09 00:08:19
2023-05,集計,アジア計,1459328,10.975152425264437,-0.3776513174279875,,,,,,2026-06-09 00:08:19
2023-06,集計,アジア計,1640066,16.808995352473612,-0.3395397985757991,,,,,,2026-06-09 00:08:19
2023-07,集計,アジア計,1853545,16.79995582529866,-0.27682284208941044,,,,,,2026-06-09 00:08:19
2023-08,集計,アジア計,1776457,13.282841682947812,-0.17604188118389386,,,,,,2026-06-09 00:08:19
2023-09,集計,アジア計,1725709,10.93873964869558,-0.055584864481485585,,,,,,2026-06-09 00:08:19
2023-10,集計,アジア計,1942257,4.458031827749099,-0.00876731875907144,,,,,,2026-06-09 00:08:19
2023-11,集計,アジア計,1976513,1.677984174728342,-0.01991544501942799,,,,,,2026-06-09 00:08:19
2023-12,集計,アジア計,2286450,1.0388700141783258,0.07782729025041113,,,,,,2026-06-09 00:08:19
2023-01,東アジア,韓国,565251,446.19224683544303,-0.2747455358918529,,,,,,2026-06-09 00:08:19
2023-02,東アジア,韓国,568622,621.8061336254108,-0.2056177389341216,,,,,,2026-06-09 00:08:19
2023-03,東アジア,韓国,466810,68.73558410516881,-0.20283271799530722,,,,,,2026-06-09 00:08:19
2023-04,東アジア,韓国,466987,59.655539680477986,-0.17584323996159712,,,,,,2026-06-09 00:08:19
2023-05,東アジア,韓国,515717,57.57092561044861,-0.14530638355701253,,,,,,2026-06-09 00:08:19
2023-06,東アジア,韓国,545089,47.80811246418338,-0.1091380970047412,,,,,,2026-06-09 00:08:19
2023-07,東アジア,韓国,626830,29.751079277864992,0.11600124627231057,,,,,,2026-06-09 00:08:19
2023-08,東アジア,韓国,569092,18.957636331755218,0.8433323616104687,,,,,,2026-06-09 00:08:19
2023-09,東アジア,韓国,570369,16.408405567085826,1.8341035120147873,,,,,,2026-06-09 00:08:19
2023-10,東アジア,韓国,631124,4.132800364349092,2.1991119266427077,,,,,,2026-06-09 00:08:19
2023-11,東アジア,韓国,649877,1.0603479159599392,2.1694823499575695,,,,,,2026-06-09 00:08:19
2023-12,東アジア,韓国,782726,0.7158835070643297,2.1566750954794944,,,,,,2026-06-09 00:08:19
2023-01,東アジア,中国,31291,20.0006711409396,-0.9585231588198102,,,,,,2026-06-09 00:08:19
2023-02,東アジア,中国,36285,14.381517592200085,-0.949856070269217,,,,,,2026-06-09 00:08:19
2023-03,東アジア,中国,75814,6.736911929788754,-0.8903279283762418,,,,,,2026-06-09 00:08:19
2023-04,東アジア,中国,108295,3.8408654061061194,-0.8508604496152214,,,,,,2026-06-09 00:08:19
2023-05,東アジア,中国,134510,6.6239868503089046,-0.8221625802357327,,,,,,2026-06-09 00:08:19
2023-06,東アジア,中国,208573,13.230265402196903,-0.7631604347238576,,,,,,2026-06-09 00:08:19
2023-07,東アジア,中国,313328,20.1665202999392,-0.7017116962738714,,,,,,2026-06-09 00:08:19
2023-08,東アジア,中国,364228,28.53519299383717,-0.6360045930650314,,,,,,2026-06-09 00:08:19
2023-09,東アジア,中国,325645,17.513075611142696,-0.6024132718966027,,,,,,2026-06-09 00:08:19
2023-10,東アジア,中国,256371,10.925341892269048,-0.6491101527309955,,,,,,2026-06-09 00:08:19
2023-11,東アジア,中国,258343,11.292681766273315,-0.6559788854399289,,,,,,2026-06-09 00:08:19
2023-12,東アジア,中国,312474,8.30896416122978,-0.5600407752937764,,,,,,2026-06-09 00:08:19
2023-01,東アジア,台湾,259340,526.1138211382114,-0.33073202958466885,,,,,,2026-06-09 00:08:19
2023-02,東アジア,台湾,248493,412.4658901830283,-0.3785018095235714,,,,,,2026-06-09 00:08:19
2023-03,東アジア,台湾,278902,112.32872815928485,-0.30696041328618673,,,,,,2026-06-09 00:08:19
2023-04,東アジア,台湾,291564,101.73572938689217,-0.2773535382075858,,,,,,2026-06-09 00:08:19
2023-05,東アジア,台湾,303343,162.0,-0.2888237128314777,,,,,,2026-06-09 00:08:19
2023-06,東アジア,台湾,388976,160.0,-0.15638981966448706,,,,,,2026-06-09 00:08:19
2023-07,東アジア,台湾,422356,106.06108998732573,-0.08026723807532843,,,,,,2026-06-09 00:08:19
2023-08,東アジア,台湾,396346,78.15837827042141,-0.056945505247704475,,,,,,2026-06-09 00:08:19
2023-09,東アジア,台湾,385259,56.02471876850207,0.024118388244113387,,,,,,2026-06-09 00:08:19
2023-10,東アジア,台湾,424857,11.129068174032202,0.02696633559019679,,,,,,2026-06-09 00:08:19
2023-11,東アジア,台湾,403498,3.0539117679563565,0.029063866034858332,,,,,,2026-06-09 00:08:19
2023-12,東アジア,台湾,399500,1.347804112624075,0.1471018092336671,,,,,,2026-06-09 00:08:19
2023-01,東アジア,香港,151939,2138.9859154929577,-0.015250304617219324,,,,,,2026-06-09 00:08:19
2023-02,東アジア,香港,119405,1704.7857142857142,-0.33413820793647253,,,,,,2026-06-09 00:08:19
2023-03,東アジア,香港,144881,295.88729508196724,-0.15486787610103248,,,,,,2026-06-09 00:08:19
2023-04,東アジア,香港,152819,114.77196969696969,-0.21553237579951334,,,,,,2026-06-09 00:08:19
2023-05,東アジア,香港,154393,206.51747311827958,-0.18313607432528956,,,,,,2026-06-09 00:08:19
2023-06,東アジア,香港,186324,222.67827130852342,-0.10862555614026692,,,,,,2026-06-09 00:08:19
2023-07,東アジア,香港,216413,197.3620531622365,-0.0018310963516442458,,,,,,2026-06-09 00:08:19
2023-08,東アジア,香港,206267,157.78906851424173,0.08413224009250508,,,,,,2026-06-09 00:08:19
2023-09,東アジア,香港,151137,52.51876770538244,-0.030719503357340305,,,,,,2026-06-09 00:08:19
2023-10,東アジア,香港,179316,3.94774019093869,-0.006900676775844272,,,,,,2026-06-09 00:08:19
2023-11,東アジア,香港,200428,1.4151152562387788,0.0036354167709886642,,,,,,2026-06-09 00:08:19
2023-12,東アジア,香港,251080,0.7767524802921155,0.0057602486761041405,,,,,,2026-06-09 00:08:19
2023-01,東南アジア,タイ,63431,177.17696629213484,-0.31536228129823307,,,,,,2026-06-09 00:08:19
2023-02,東南アジア,タイ,73292,533.978102189781,-0.3203950113588947,,,,,,2026-06-09 00:08:19
2023-03,東南アジア,タイ,107975,48.8729792147806,-0.267683104657393,,,,,,2026-06-09 00:08:19
2023-04,東南アジア,タイ,121022,36.902286251174445,-0.2657189488948348,,,,,,2026-06-09 00:08:19
2023-05,東南アジア,タイ,80728,26.627652292950035,-0.2515274854668682,,,,,,2026-06-09 00:08:19
2023-06,東南アジア,タイ,51351,19.18514150943396,-0.18469770100342942,,,,,,2026-06-09 00:08:19
2023-07,東南アジア,タイ,49613,9.348977889027951,-0.32224529384443046,,,,,,2026-06-09 00:08:19
2023-08,東南アジア,タイ,33166,5.484066471163246,-0.3311823186593801,,,,,,2026-06-09 00:08:19
2023-09,東南アジア,タイ,50492,5.6245080031487795,-0.18636092624522616,,,,,,2026-06-09 00:08:19
2023-10,東南アジア,タイ,124558,2.651121207679906,-0.14294757556783388,,,,,,2026-06-09 00:08:19
2023-11,東南アジア,タイ,114108,1.1911400426291836,-0.18648272911988018,,,,,,2026-06-09 00:08:19
2023-12,東南アジア,タイ,125822,0.515982505391761,-0.237146529562982,,,,,,2026-06-09 00:08:19
2023-01,東南アジア,シンガポール,26658,369.25,0.17560416299170933,,,,,,2026-06-09 00:08:19
2023-02,東南アジア,シンガポール,27078,313.86046511627904,0.03739177074553668,,,,,,2026-06-09 00:08:19
2023-03,東南アジア,シンガポール,52671,178.1530612244898,0.20564469979627797,,,,,,2026-06-09 00:08:19
2023-04,東南アジア,シンガポール,41982,69.321608040201,0.14379904097646024,,,,,,2026-06-09 00:08:19
2023-05,東南アジア,シンガポール,49746,39.94320987654321,0.32127490039840634,,,,,,2026-06-09 00:08:19
2023-06,東南アジア,シンガポール,54568,38.31412103746398,0.1545362220717672,,,,,,2026-06-09 00:08:19
2023-07,東南アジア,シンガポール,25320,11.872394509405186,0.16596058205931108,,,,,,2026-06-09 00:08:19
2023-08,東南アジア,シンガポール,20276,10.500850822461713,0.029343080515788378,,,,,,2026-06-09 00:08:19
2023-09,東南アジア,シンガポール,38105,12.198822306892968,0.3073386626410952,,,,,,2026-06-09 00:08:19
2023-10,東南アジア,シンガポール,55116,2.8445870535714284,0.3142570999356178,,,,,,2026-06-09 00:08:19
2023-11,東南アジア,シンガポール,86052,1.1341732595917762,0.31789570411210666,,,,,,2026-06-09 00:08:19
2023-12,東南アジア,シンガポール,113695,0.6958519159345495,0.13269108153343434,,,,,,2026-06-09 00:08:19
2023-01,東南アジア,マレーシア,27099,157.47368421052633,-0.13694703652982576,,,,,,2026-06-09 00:08:19
