ym,country,prefecture,region_block,foreign_guest_nights,guest_nights_yoy,source,updated_at
2024-12,ドイツ,京都府,近畿,9260,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,フランス,京都府,近畿,16790,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ロシア,京都府,近畿,4980,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,シンガポール,京都府,近畿,72380,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,タイ,京都府,近畿,28290,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,マレーシア,京都府,近畿,24990,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,インド,京都府,近畿,10390,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,豪州,京都府,近畿,77780,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,インドネシア,京都府,近畿,21950,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ベトナム,京都府,近畿,5390,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,フィリピン,京都府,近畿,14420,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,イタリア,京都府,近畿,21540,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,スペイン,京都府,近畿,17280,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,その他,京都府,近畿,123920,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,総数,大阪府,近畿,2009880,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,韓国,大阪府,近畿,294460,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,中国,大阪府,近畿,514110,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,香港,大阪府,近畿,108010,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,台湾,大阪府,近畿,186730,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,米国,大阪府,近畿,114020,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,カナダ,大阪府,近畿,23880,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,英国,大阪府,近畿,18720,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ドイツ,大阪府,近畿,9390,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,フランス,大阪府,近畿,8510,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ロシア,大阪府,近畿,3580,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,シンガポール,大阪府,近畿,139590,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,タイ,大阪府,近畿,84560,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,マレーシア,大阪府,近畿,49800,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,インド,大阪府,近畿,9730,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,豪州,大阪府,近畿,102360,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,インドネシア,大阪府,近畿,45550,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ベトナム,大阪府,近畿,10800,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,フィリピン,大阪府,近畿,46280,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,イタリア,大阪府,近畿,7420,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,スペイン,大阪府,近畿,9610,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,その他,大阪府,近畿,167110,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,総数,兵庫県,近畿,129190,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,韓国,兵庫県,近畿,10300,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,中国,兵庫県,近畿,38450,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,香港,兵庫県,近畿,11650,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,台湾,兵庫県,近畿,21630,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,米国,兵庫県,近畿,7120,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,カナダ,兵庫県,近畿,1290,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,英国,兵庫県,近畿,1640,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ドイツ,兵庫県,近畿,910,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,フランス,兵庫県,近畿,910,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ロシア,兵庫県,近畿,220,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,シンガポール,兵庫県,近畿,5990,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,タイ,兵庫県,近畿,4390,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,マレーシア,兵庫県,近畿,1680,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,インド,兵庫県,近畿,470,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,豪州,兵庫県,近畿,4370,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,インドネシア,兵庫県,近畿,710,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ベトナム,兵庫県,近畿,900,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,フィリピン,兵庫県,近畿,1270,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,イタリア,兵庫県,近畿,360,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,スペイン,兵庫県,近畿,540,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,その他,兵庫県,近畿,8390,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,総数,奈良県,近畿,28430,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,韓国,奈良県,近畿,1380,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,中国,奈良県,近畿,9390,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,香港,奈良県,近畿,2390,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,台湾,奈良県,近畿,2190,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,米国,奈良県,近畿,2880,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,カナダ,奈良県,近畿,350,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,英国,奈良県,近畿,450,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ドイツ,奈良県,近畿,300,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,フランス,奈良県,近畿,580,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ロシア,奈良県,近畿,120,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,シンガポール,奈良県,近畿,1420,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,タイ,奈良県,近畿,490,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,マレーシア,奈良県,近畿,240,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,インド,奈良県,近畿,50,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,豪州,奈良県,近畿,1110,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,インドネシア,奈良県,近畿,300,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ベトナム,奈良県,近畿,100,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,フィリピン,奈良県,近畿,180,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,イタリア,奈良県,近畿,240,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,スペイン,奈良県,近畿,170,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,その他,奈良県,近畿,2920,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,総数,和歌山県,近畿,38930,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,韓国,和歌山県,近畿,3090,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,中国,和歌山県,近畿,10240,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,香港,和歌山県,近畿,5400,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,台湾,和歌山県,近畿,5670,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,米国,和歌山県,近畿,1570,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,カナダ,和歌山県,近畿,220,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,英国,和歌山県,近畿,450,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ドイツ,和歌山県,近畿,210,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,フランス,和歌山県,近畿,500,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ロシア,和歌山県,近畿,50,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,シンガポール,和歌山県,近畿,970,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,タイ,和歌山県,近畿,730,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,マレーシア,和歌山県,近畿,230,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,インド,和歌山県,近畿,70,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,豪州,和歌山県,近畿,810,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,インドネシア,和歌山県,近畿,50,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ベトナム,和歌山県,近畿,540,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,フィリピン,和歌山県,近畿,90,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,イタリア,和歌山県,近畿,390,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,スペイン,和歌山県,近畿,190,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,その他,和歌山県,近畿,5660,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,総数,鳥取県,中国,10480,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,韓国,鳥取県,中国,1200,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,中国,鳥取県,中国,2190,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,香港,鳥取県,中国,2830,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,台湾,鳥取県,中国,1030,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,米国,鳥取県,中国,190,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,カナダ,鳥取県,中国,100,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,英国,鳥取県,中国,60,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ドイツ,鳥取県,中国,20,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,フランス,鳥取県,中国,50,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ロシア,鳥取県,中国,0,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,シンガポール,鳥取県,中国,210,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,タイ,鳥取県,中国,270,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,マレーシア,鳥取県,中国,60,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,インド,鳥取県,中国,10,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,豪州,鳥取県,中国,70,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,インドネシア,鳥取県,中国,0,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ベトナム,鳥取県,中国,0,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,フィリピン,鳥取県,中国,10,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,イタリア,鳥取県,中国,20,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,スペイン,鳥取県,中国,0,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,その他,鳥取県,中国,670,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,総数,島根県,中国,4770,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,韓国,島根県,中国,860,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,中国,島根県,中国,860,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,香港,島根県,中国,520,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,台湾,島根県,中国,1190,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,米国,島根県,中国,260,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,カナダ,島根県,中国,20,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,英国,島根県,中国,50,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ドイツ,島根県,中国,20,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,フランス,島根県,中国,80,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ロシア,島根県,中国,20,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,シンガポール,島根県,中国,120,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,タイ,島根県,中国,150,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,マレーシア,島根県,中国,40,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,インド,島根県,中国,10,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,豪州,島根県,中国,30,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,インドネシア,島根県,中国,10,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ベトナム,島根県,中国,100,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,フィリピン,島根県,中国,30,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,イタリア,島根県,中国,0,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,スペイン,島根県,中国,20,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,その他,島根県,中国,360,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,総数,岡山県,中国,50050,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,韓国,岡山県,中国,4150,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,中国,岡山県,中国,5800,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,香港,岡山県,中国,2930,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,台湾,岡山県,中国,23450,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,米国,岡山県,中国,1420,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,カナダ,岡山県,中国,510,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,英国,岡山県,中国,680,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ドイツ,岡山県,中国,240,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,フランス,岡山県,中国,560,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ロシア,岡山県,中国,50,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,シンガポール,岡山県,中国,1650,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,タイ,岡山県,中国,690,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,マレーシア,岡山県,中国,300,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,インド,岡山県,中国,80,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,豪州,岡山県,中国,1280,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,インドネシア,岡山県,中国,210,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ベトナム,岡山県,中国,240,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,フィリピン,岡山県,中国,210,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,イタリア,岡山県,中国,280,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,スペイン,岡山県,中国,110,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,その他,岡山県,中国,4300,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,総数,広島県,中国,103180,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,韓国,広島県,中国,10980,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,中国,広島県,中国,8450,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,香港,広島県,中国,5740,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,台湾,広島県,中国,11380,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,米国,広島県,中国,13030,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,カナダ,広島県,中国,1360,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,英国,広島県,中国,3120,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ドイツ,広島県,中国,1740,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,フランス,広島県,中国,2590,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ロシア,広島県,中国,230,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,シンガポール,広島県,中国,4770,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,タイ,広島県,中国,1470,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,マレーシア,広島県,中国,920,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,インド,広島県,中国,810,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,豪州,広島県,中国,11570,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,インドネシア,広島県,中国,660,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ベトナム,広島県,中国,610,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,フィリピン,広島県,中国,1240,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,イタリア,広島県,中国,2070,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,スペイン,広島県,中国,1660,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,その他,広島県,中国,12330,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,総数,山口県,中国,9610,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,韓国,山口県,中国,3910,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,中国,山口県,中国,770,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,香港,山口県,中国,560,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,台湾,山口県,中国,1130,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,米国,山口県,中国,1400,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,カナダ,山口県,中国,30,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,英国,山口県,中国,50,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ドイツ,山口県,中国,80,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,フランス,山口県,中国,70,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ロシア,山口県,中国,0,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,シンガポール,山口県,中国,240,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,タイ,山口県,中国,240,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,マレーシア,山口県,中国,10,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,インド,山口県,中国,10,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,豪州,山口県,中国,100,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,インドネシア,山口県,中国,100,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ベトナム,山口県,中国,80,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,フィリピン,山口県,中国,50,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,イタリア,山口県,中国,30,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,スペイン,山口県,中国,10,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,その他,山口県,中国,440,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,総数,徳島県,四国,13590,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,韓国,徳島県,四国,1360,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,中国,徳島県,四国,1650,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,香港,徳島県,四国,4380,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,台湾,徳島県,四国,2110,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,米国,徳島県,四国,530,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,カナダ,徳島県,四国,80,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,英国,徳島県,四国,120,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ドイツ,徳島県,四国,120,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,フランス,徳島県,四国,180,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,ロシア,徳島県,四国,30,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
2024-12,シンガポール,徳島県,四国,450,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(12月),2026-05-29
