ym,country,prefecture,region_block,foreign_guest_nights,guest_nights_yoy,source,updated_at
2024-03,米国,栃木県,関東,2170,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,カナダ,栃木県,関東,410,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,英国,栃木県,関東,480,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ドイツ,栃木県,関東,410,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,フランス,栃木県,関東,470,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ロシア,栃木県,関東,40,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,シンガポール,栃木県,関東,300,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,タイ,栃木県,関東,1670,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,マレーシア,栃木県,関東,280,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,インド,栃木県,関東,400,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,豪州,栃木県,関東,440,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,インドネシア,栃木県,関東,110,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ベトナム,栃木県,関東,140,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,フィリピン,栃木県,関東,160,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,イタリア,栃木県,関東,220,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,スペイン,栃木県,関東,120,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,その他,栃木県,関東,2400,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,総数,群馬県,関東,23040,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,韓国,群馬県,関東,720,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,中国,群馬県,関東,2340,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,香港,群馬県,関東,2450,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,台湾,群馬県,関東,4580,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,米国,群馬県,関東,1270,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,カナダ,群馬県,関東,390,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,英国,群馬県,関東,280,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ドイツ,群馬県,関東,410,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,フランス,群馬県,関東,300,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ロシア,群馬県,関東,80,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,シンガポール,群馬県,関東,730,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,タイ,群馬県,関東,2310,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,マレーシア,群馬県,関東,270,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,インド,群馬県,関東,80,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,豪州,群馬県,関東,710,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,インドネシア,群馬県,関東,360,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ベトナム,群馬県,関東,160,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,フィリピン,群馬県,関東,130,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,イタリア,群馬県,関東,190,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,スペイン,群馬県,関東,50,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,その他,群馬県,関東,4720,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,総数,埼玉県,関東,21860,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,韓国,埼玉県,関東,1750,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,中国,埼玉県,関東,4840,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,香港,埼玉県,関東,670,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,台湾,埼玉県,関東,1670,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,米国,埼玉県,関東,2910,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,カナダ,埼玉県,関東,290,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,英国,埼玉県,関東,260,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ドイツ,埼玉県,関東,570,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,フランス,埼玉県,関東,440,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ロシア,埼玉県,関東,190,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,シンガポール,埼玉県,関東,350,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,タイ,埼玉県,関東,1480,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,マレーシア,埼玉県,関東,300,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,インド,埼玉県,関東,370,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,豪州,埼玉県,関東,360,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,インドネシア,埼玉県,関東,220,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ベトナム,埼玉県,関東,180,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,フィリピン,埼玉県,関東,620,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,イタリア,埼玉県,関東,70,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,スペイン,埼玉県,関東,0,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,その他,埼玉県,関東,3080,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,総数,千葉県,関東,298870,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,韓国,千葉県,関東,15140,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,中国,千葉県,関東,39690,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,香港,千葉県,関東,9390,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,台湾,千葉県,関東,35210,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,米国,千葉県,関東,47580,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,カナダ,千葉県,関東,6590,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,英国,千葉県,関東,3780,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ドイツ,千葉県,関東,2840,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,フランス,千葉県,関東,2140,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ロシア,千葉県,関東,500,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,シンガポール,千葉県,関東,8890,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,タイ,千葉県,関東,14900,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,マレーシア,千葉県,関東,5870,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,インド,千葉県,関東,2400,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,豪州,千葉県,関東,14280,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,インドネシア,千葉県,関東,3270,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ベトナム,千葉県,関東,3070,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,フィリピン,千葉県,関東,7460,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,イタリア,千葉県,関東,700,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,スペイン,千葉県,関東,890,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,その他,千葉県,関東,43290,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,総数,東京都,関東,4011710,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,韓国,東京都,関東,327960,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,中国,東京都,関東,464700,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,香港,東京都,関東,152420,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,台湾,東京都,関東,317650,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,米国,東京都,関東,722670,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,カナダ,東京都,関東,110070,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,英国,東京都,関東,141930,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ドイツ,東京都,関東,92480,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,フランス,東京都,関東,71870,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ロシア,東京都,関東,20350,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,シンガポール,東京都,関東,144620,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,タイ,東京都,関東,127440,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,マレーシア,東京都,関東,53350,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,インド,東京都,関東,49620,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,豪州,東京都,関東,225580,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,インドネシア,東京都,関東,63570,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ベトナム,東京都,関東,21510,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,フィリピン,東京都,関東,80810,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,イタリア,東京都,関東,65880,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,スペイン,東京都,関東,43640,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,その他,東京都,関東,517780,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,総数,神奈川県,関東,349760,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,韓国,神奈川県,関東,18880,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,中国,神奈川県,関東,58040,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,香港,神奈川県,関東,14750,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,台湾,神奈川県,関東,29390,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,米国,神奈川県,関東,64410,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,カナダ,神奈川県,関東,7930,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,英国,神奈川県,関東,10830,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ドイツ,神奈川県,関東,8240,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,フランス,神奈川県,関東,6040,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ロシア,神奈川県,関東,1280,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,シンガポール,神奈川県,関東,7800,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,タイ,神奈川県,関東,8620,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,マレーシア,神奈川県,関東,4280,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,インド,神奈川県,関東,7690,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,豪州,神奈川県,関東,15950,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,インドネシア,神奈川県,関東,1960,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ベトナム,神奈川県,関東,1580,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,フィリピン,神奈川県,関東,5100,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,イタリア,神奈川県,関東,2280,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,スペイン,神奈川県,関東,2920,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,その他,神奈川県,関東,43430,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,総数,新潟県,中部,38360,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,韓国,新潟県,中部,1810,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,中国,新潟県,中部,3020,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,香港,新潟県,中部,4760,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,台湾,新潟県,中部,10870,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,米国,新潟県,中部,2820,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,カナダ,新潟県,中部,320,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,英国,新潟県,中部,440,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ドイツ,新潟県,中部,200,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,フランス,新潟県,中部,200,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ロシア,新潟県,中部,50,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,シンガポール,新潟県,中部,1840,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,タイ,新潟県,中部,3250,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,マレーシア,新潟県,中部,480,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,インド,新潟県,中部,60,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,豪州,新潟県,中部,3510,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,インドネシア,新潟県,中部,410,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ベトナム,新潟県,中部,130,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,フィリピン,新潟県,中部,250,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,イタリア,新潟県,中部,30,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,スペイン,新潟県,中部,20,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,その他,新潟県,中部,3150,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,総数,富山県,中部,11310,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,韓国,富山県,中部,200,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,中国,富山県,中部,890,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,香港,富山県,中部,440,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,台湾,富山県,中部,3910,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,米国,富山県,中部,440,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,カナダ,富山県,中部,30,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,英国,富山県,中部,150,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ドイツ,富山県,中部,160,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,フランス,富山県,中部,90,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ロシア,富山県,中部,80,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,シンガポール,富山県,中部,290,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,タイ,富山県,中部,440,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,マレーシア,富山県,中部,110,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,インド,富山県,中部,30,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,豪州,富山県,中部,150,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,インドネシア,富山県,中部,110,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ベトナム,富山県,中部,30,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,フィリピン,富山県,中部,140,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,イタリア,富山県,中部,20,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,スペイン,富山県,中部,30,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,その他,富山県,中部,1580,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,総数,石川県,中部,116740,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,韓国,石川県,中部,1770,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,中国,石川県,中部,6310,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,香港,石川県,中部,3230,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,台湾,石川県,中部,18590,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,米国,石川県,中部,13150,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,カナダ,石川県,中部,2340,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,英国,石川県,中部,5540,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ドイツ,石川県,中部,3290,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,フランス,石川県,中部,4230,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ロシア,石川県,中部,350,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,シンガポール,石川県,中部,2790,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,タイ,石川県,中部,1730,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,マレーシア,石川県,中部,1480,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,インド,石川県,中部,1160,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,豪州,石川県,中部,6670,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,インドネシア,石川県,中部,1830,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ベトナム,石川県,中部,320,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,フィリピン,石川県,中部,1120,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,イタリア,石川県,中部,5060,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,スペイン,石川県,中部,3140,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,その他,石川県,中部,16400,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,総数,福井県,中部,6170,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,韓国,福井県,中部,170,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,中国,福井県,中部,870,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,香港,福井県,中部,1090,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,台湾,福井県,中部,1250,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,米国,福井県,中部,340,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,カナダ,福井県,中部,80,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,英国,福井県,中部,220,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ドイツ,福井県,中部,20,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,フランス,福井県,中部,110,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ロシア,福井県,中部,0,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,シンガポール,福井県,中部,120,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,タイ,福井県,中部,320,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,マレーシア,福井県,中部,30,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,インド,福井県,中部,0,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,豪州,福井県,中部,60,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,インドネシア,福井県,中部,70,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ベトナム,福井県,中部,70,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,フィリピン,福井県,中部,10,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,イタリア,福井県,中部,30,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,スペイン,福井県,中部,10,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,その他,福井県,中部,1020,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,総数,山梨県,中部,125180,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,韓国,山梨県,中部,3830,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,中国,山梨県,中部,19940,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,香港,山梨県,中部,15140,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,台湾,山梨県,中部,20400,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,米国,山梨県,中部,6080,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,カナダ,山梨県,中部,1460,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,英国,山梨県,中部,1530,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,ドイツ,山梨県,中部,2450,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
2024-03,フランス,山梨県,中部,1440,,宿泊旅行統計 2024年確定値 参考第1表 / 参考第1表(3月),2026-05-29
